id number,business_id,date,review_id,stars,text,type,user_id,cool,useful,funny,id,Ariel,Ella
,gkv2XvXpFgiq4Bb2XK7YmQ,2012-08-17,p0FZQJMsrWbVGgztPAMdDQ,2,"Other than the ambiance of being a  Rock & Roll restauarnt, this place isn't good.  The food sucks.

I came in for a birthday party with 6 people, and not one of us actually enjoyed our food.  We had called ahead (2 weeks) to reserve a table before a game.  When we got there, the table had not even been set up.  We were 20 minutes later than planned getting to our table, and we missed 1 entire 1st inning and the top of the 2nd because it took so long to get our food.",review,E5qFR0RBQBoXx8FbrOkdbw,0,0,0,7186,1,1
,TqHTtjPANCBKGsjGBjDoQQ,2009-04-07,PtGXlsu91_otLUudUmM7kg,3,"I tried a few different kinds of pizza and they were all okay.  A few people had told me that they made ""incredible"" pizzas, but I didn't really think so...I'd say they were pretty good pizzas.  What I liked were the fresh tasting vegetables which topped some of the pizzas.  The cheese was a bit disappointing, especially since I don't think you can really go wrong with cheese...it just lacked flavor.

All in all, I probably wouldn't go back...it just really wasn't all that impressive.",review,_1OTipGDKze-M0XaYh-kXQ,2,2,2,1485,1,1
,52QtjHlHoa7V611bOvv1aw,2009-03-09,wBNgwzIHJRE_P6nGZ50nMg,5,"We showed up out of the blue on Valentine's night looking for food. We got a seat at the sushi bar right away, but the place was otherwise packed. I guess we were lucky. We passed on the V-day prix-fixe menu and decided to order as we ate.

Our waitress was visibly perturbed by my wife's order of tap water to drink and vegetable tempura to start. Judging by her expression, she took us for deadbeats; it wasn't offensive but hilarious, we're old enough to be confident in our own opinions of ourselves. Anyway, the vibe at the W was definitely people trying hard to be cool and of-the-moment.

In any event, we struck up a conversation with the chef behind the bar where we were sitting. We initially ordered some basic sashimi dishes, but when I asked the chef for suggestions, he started rattling off a series of custom creations he could make. So we let him do his best, and he turned out a great collection of sashimi dishes, none, at least as far as I could tell, on the menu. 

We had a great meal, and we would definitely return, at least if we didn't live in San Diego.

(The waitress eventually warmed up, probably thawing as she watched us eat through plate after plate of sashimi....)",review,oSzxMYgem8Oi3f9wfoS_cA,1,1,0,7702,0,1
,muCl5p-9ut1sY0aKeUeRhw,2007-10-03,CexxnFUucFDwKjHTZNXRiw,4,I really like this place and would definitely come back.  I had a blueberry martini that was dreamy and for dinner I had the halibut entree which was also very good.  Their wine selection is very good... I did have a glass of wine too because someone ordered a bottle of wine and I felt compelled to help him out:)  And from what I remember the service was also very good.,review,b4C9E7vTJrOdkJQA86xYSg,1,1,0,7812,0,0
,UIGFrEcoDsw05I1UOrxdOA,2008-05-24,bo_eoPn_Nixu0wF8HS41-Q,2,"I couldn't agree with David more.  The owner is definitley an interesting  person.  The more money she thinks you make, the more she will talk to and love you!  So tell her you are RICH!! (Sorry Didi C.) As for the food -  Ho hum VN food at high for what you get prices.  The Pho is very avg and double the usual price. They don't charge a corkage fee for  BYOB which is nice.",review,wfvmwhhadHfpM9UoTV0OMA,1,3,1,9106,1,1
,lktu5JPDlQUG-7cV7gOzDQ,2009-12-05,wWeqZz_WqYpLF81e_J4-xQ,5,"I put forth that we need to institute a new standard of measurement to be used for comparing coffee shops.  Furthermore, I think that Cartel Coffee Labs should use this place as a standard for this new unit of measurement.

I have to assume it's called a ""Coffee Lab"" for a reason.  Too many coffee shops these days are retail stores, where coffee is an incidental thing in all the yelling, stupid names, and fancy colors.  If you look at the menu of Cartel Coffee Lab, there are a total of 13 items.  It's all about the coffee, plain and simple.

Then again, there's really nothing simple about it to those who take their coffee as seriously as this place does.  The artistry of their baristas is not to be trifled with.  These people can make a latte so pretty, you really won't want to drink it (until you do, then you're happy you did).  On top of that, the selection of coffee varietals is impressive.  I've only tried one, but that alone was better than anything Starbucks tries to pawn off on the masses.  Perhaps the use of the term ""Lab"" is because they've actually stepped beyond anything any other coffee shop has done.  Either way, the formula that they came up with works better than anything I've come across before.

Then again, maybe I'm being too hard on the other places.  It's not that they have an intrinsically inferior product, but the reason for these places has been lost behind t shirts and mugs and open mic nights and selling you a card containing the same money you'd use on the place anyway...

I digress.  Cartel Coffee Labs is a great place with a fantastic product.  If their WiFi is weak or the back corner gets dark, I honestly don't care.  Their coffee is excellent and I'll be coming back for more.",review,lczLjHO7zIhrmSlOXI3ohg,2,4,0,7479,0,0
,YQvg0JCGRFUkb6reMMf3Iw,2011-09-18,hew9a4Gi3x06fHnMXtKxjQ,3,"I live in downtown Phoenix; Boyfriend lives in Tempe. After two years of getting our date on at places like Postino's, St. Francis, the Rokerij, Dick's Hideaway, and Padre's, we decided we needed a Tempe date place. Friday night we decided to check out La Bocca.

In short. it's okay. Nice environment, good service, pretty good pizza, and great ice cream flight for dessert. But this is tempered with over priced wine (almost $20 for two glasses of HOUSE wine?), small pieces of bruschetta (tasty - scratch that - REALLY tasty, but the slices are teeny tiny), and it's on Mill, so most of the other patrons are frat guys trying to impress sorority sisters, and if you're lucky, you'll get to see a couple of Greeks making out. Yum? There was a table of older people tucked into a corner who didn't seem to mind the age gap, but in my late-20s, I was not very much amused.

The good service, cool atmosphere, tasty bruschetta choices, and creative, thin crust pizza get this place three stars. The over priced wine and bruschetta (seriously, we usually get bruschetta at Postino's for the same price for 4 people, and then I am too full to order dinner, but at La Bocca I was ready for round two after my half of the plate), and the fact that it's on Mill keeps it from 5 stars. We both really wanted to like this place, but I think next time we want to get dressed up and go out on the East side, we'll try somewhere else. In the meantime, we'll stick to downtown.",review,k9cMboDc6uqa-6BggMxxaA,0,1,0,1016,1,0
,lXUaypwLG_rIU4qnpBmF-A,2010-11-14,4yMDvhgb2lvy1hz6MMVRQw,4,"I love this gym, I do wish it were closer to a freeway or either more north or more west for me.  I agree with Will M. that it would be great at Norterra and lets face it, there are empty spots there just waiting for a great gym.   I love the attitude at this gym and the metro location as well.  There is always someone onsite caring for the equipment and keeping the place clean and tidy.  I dont remember that care when i was at LA Fitness.  The equipment is color coded to the muscle they work and that is awesome!  I like the staff and the people that go here and have made many friends.   They also have this new finger print system so you don't need a gym card with you to go, you just enter your phone number and scan your finger (very cool).  Sorry if you are a twin and like to cheat though....  Also be sure you check out Costco before you join to see if they still have the special of a 2 year membership for $299.00 (that's about $12/month)  It's a smoking deal and is good for all gym locations across the nation.",review,EP3cGJvYiuOwumerwADplg,1,0,0,512,0,0
,rCh0P0uRkcjcChXqVeIUaw,2010-07-18,tqwUJAl5oQYg-lUbqItLXQ,5,"Sam, Sven, and all the vendors here make the market special.",review,jLBh-z3JrJkqJfn5VN9OJA,0,1,0,8312,0,0
,7Zo1DzdwZlGMxPu1AFMSsw,2012-05-21,V9zhvEIYlqN-Bo3b-_7MkQ,2,"I wasn't really very impressed. Bajio isn't *bad* by any stretch, but it's certainly nothing to really rave about.

The prices were a little steep for what you get and everything (keep in mind, this is mexican food) was oddly sweet for some reason...and that struck me oddly. 

Burritos and such, served in a very Chipotle-esque fashion, but for a few bucks more than Chipotle. 

I don't believe I'll be returning. Not because it was a negative experience, just exceptionally ""meh"".",review,yJ22u_1l01H4NM3wCowIKw,0,1,0,7552,1,1
,GbEOmf5k73r_UJWjchrHOg,2012-02-19,8tW7Dbqv8RR2NfZJ4vyB9g,4,"I would never have stopped at the Wy-Knot Cafe if it had not been for a friend mentioning it in a post on Facebook. I am glad I saw that post. There have been a number of restaurants in that location that have failed. Wy-Knot has opened the space up, made it dog friendly (it is named for their dog) and has a great menu. You order at the counter and then they bring the food out to you. The employees were all very friendly. The only down side was the lack of parking due to the other businesses sharing a lot. Also there were hardly any customers. Hopefully they will deliver menus to the houses in the neighborhood and maybe do some promotions on the neighborhood e-mail service so people will know what they have to offer. I would like to see them make it.

They serve breakfast and lunch all day. They had a variety of choices and it was hard to decide on one. We split a BLT and a Chicken Salad Sandwich so we could try both. They come with a side of beet salad or salad of the day. The beet salad was very good. We both preferred the BLT but I am sure the Chicken Salad was more healthy and it was tasty as well.

Give them a try, I think you will enjoy the Wy-Knot Cafe. I will be back.",review,RAWy3YCE-jwfyuGvwzUaqQ,3,6,2,9677,0,0
,C_eWAEOvkHZ_IZYGwjtpmg,2010-02-22,DTtmsHMzqIOEvW6Ael3EWg,5,They have a mechanical bull.  Need I say more?,review,A1yGtQzSfctsJJE1lyPbDQ,0,0,0,6377,0,0
,k6Si433-EJrY4J7SZxsnjA,2009-06-30,DHw2RtwCwOa_1aNRElu8oA,5,"2nd time I went to Grazie and both times it was excellent. The service is fast and attentive and the food great. The portions are huge so there is no problem to share the starter or the thin crust, wood-fired pizza ... So far I had the Dame Edna and the Roma pizza and both were very tasty. The wine collection is great and has some very interesting stuff which includes also less expensive wines. Haven't made it to the desert menu yet as both times there was no space left ...",review,lDUiT63wNEYbG39ijdQ7QA,0,1,0,4438,0,0
